Kabupaten/Kota;Tempat Usaha;Nilai Penjualan;Status Badan Usaha;Kategori KBLI;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp75;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Campuran;Rp13.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp30.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Keliling;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Keliling;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Keliling;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Keliling;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;UD;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Campuran;Rp0;Perorangan;N. Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan Dan Penunjang Usaha Lainnya;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;N. Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan Dan Penunjang Usaha Lainnya;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp4.360.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp4.200.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp2.140.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp14.924.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp1.266.500;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp5.124.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp4.212.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp4.440.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp9.100.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp15.444.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp3.120.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp7.800.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp4.852.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Kaki Lima;Rp7.987.250;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp12.766.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp43.550.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp0;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Khusus Usaha;Rp0;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp5.985.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp7.100.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp6.500.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp1.924.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp4.875.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Sidoarjo;Bangunan Campuran;Rp1.472.500;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp18.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp21.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp6.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp25.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp15.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp1.500.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp4.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp9.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp10.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp30.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp35.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp35.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp15.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp300.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp275.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp15.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp6.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp30.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp3.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp10.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp9.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp15.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp6.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp30.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp3.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp30.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;N. Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan Dan Penunjang Usaha Lainnya;;;;
Kabupaten Bojonegoro;Bangunan Campuran;Rp0;Perorangan;N. Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan Dan Penunjang Usaha Lainnya;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
